date,price,level,levels,rooms,area,kitchen_area,geo_lat,geo_lon,building_type,object_type,postal_code,street_id,id_region,house_id,time,region
2018-09-08,974100,6,10,1,32.47,5.0,54.944957,82.96274,1,11,,,,,01:34:50,9654.0
2018-09-08,1850000,1,10,2,63.85,11.0,55.014108,83.0016615,1,11,,,,,01:34:51,9654.0
2018-09-08,1948000,6,10,3,87.39,12.92,55.0303931,83.0155452,1,11,,,,,01:34:53,9654.0
2018-09-08,975000,10,10,1,39.0,1.0,55.013916,83.00329,1,11,,,,,01:34:56,9654.0
2018-09-08,2400000,1,10,3,87.39,12.92,55.0128402,83.0018862,1,11,,,,,01:35:00,9654.0
2018-09-08,4200000,4,10,3,60.0,30.0,55.0020643,83.0151639,3,1,,,,,01:35:03,9654.0
2018-09-08,1300000,5,10,1,41.36,10.88,54.94702,82.972235,1,11,,,,,01:35:16,9654.0
2018-09-08,1162216,9,10,1,41.36,10.88,55.0303931,83.0155452,1,11,,,,,01:35:22,9654.0
2018-09-08,940000,4,10,1,33.58,5.0,55.0303931,83.0155452,1,11,,,,,01:35:22,9654.0
2018-09-08,1250000,3,10,1,32.0,4.0,55.014108,83.0016615,1,1,,,,,01:35:27,9654.0
2018-09-08,1700000,1,4,1,42.1,12.4,54.9213159,82.9911603,3,11,,,,,01:35:29,9654.0
2018-09-08,1280000,10,10,1,48.94,13.0,55.0303931,83.0155452,1,11,,,,,01:35:30,9654.0
2018-09-08,1850000,6,10,1,58.0,16.0,55.017212,83.00393,1,11,,,,,01:35:32,9654.0
2018-09-08,1398000,1,10,2,58.75,8.35,55.0303931,83.0155452,1,11,,,,,01:35:34,9654.0
2018-09-08,1451892,2,10,3,59.0,8.0,55.0303931,83.0155452,1,11,,,,,01:35:42,9654.0
2018-09-08,1450000,10,10,1,41.36,17.0,55.0176723,83.003522,1,1,,,,,01:35:57,9654.0
2018-09-08,1948700,6,10,3,87.39,13.0,55.0303931,83.0155452,1,11,,,,,01:36:00,9654.0
2018-09-08,1250000,4,10,1,41.36,11.0,54.946917,82.973008,1,11,,,,,01:36:16,9654.0
2018-09-08,1600000,8,10,2,58.0,8.0,54.942858,82.963881,1,1,,,,,01:36:18,9654.0
2018-09-08,1720000,9,10,3,59.02,8.6,54.950903,82.962821,1,1,,,,,01:36:20,9654.0
2018-09-08,2400000,8,10,1,41.0,10.0,54.979454,83.05062,3,11,,,,,01:36:28,9654.0
2018-09-08,2600000,9,17,1,42.0,10.0,55.0078245,82.9674939,0,1,,,,,01:36:31,9654.0
2018-09-08,1550000,9,10,2,63.0,12.0,54.945609,82.96027,1,11,,,,,01:36:33,9654.0
2018-09-08,950000,2,10,1,32.47,5.0,54.9439663,82.964339,1,11,,,,,01:36:36,9654.0
2018-09-08,1141536,10,10,1,41.0,10.0,55.0303931,83.0155452,1,11,,,,,01:36:37,9654.0
2018-09-08,2200000,6,10,2,64.0,11.0,55.012889,83.000083,1,1,,,,,01:36:51,9654.0
2018-09-08,1750000,4,10,1,58.03,16.59,55.014108,83.0016615,1,1,,,,,01:36:53,9654.0
2018-09-08,906660,8,10,1,33.58,5.0,55.0303931,83.0155452,1,11,,,,,01:36:55,9654.0
2018-09-08,1948000,7,10,3,87.39,12.92,55.0303931,83.0155452,1,11,,,,,01:36:57,9654.0
2018-09-08,1560000,1,10,1,42.3,11.3,55.0333136,83.0250255,1,1,,,,,01:37:09,9654.0
2018-09-08,1600000,1,10,3,59.0,9.0,54.9471407,82.9585961,1,11,,,,,01:37:11,9654.0
2018-09-08,1430000,1,10,1,41.36,10.88,55.0139939,83.0033194,1,1,,,,,01:37:20,9654.0
2018-09-08,1250000,2,18,1,41.39,10.0,54.943893,82.96749,1,11,,,,,01:37:22,9654.0
2018-09-08,985310,7,10,1,39.02,2.71,55.0303931,83.0155452,1,11,,,,,01:37:26,9654.0
2018-09-08,1260000,9,10,1,48.94,13.6,55.0303931,83.0155452,1,11,,,,,01:37:28,9654.0
2018-09-08,1500000,14,18,2,56.14,7.0,54.9460168,82.9728021,1,11,,,,,01:37:31,9654.0
2018-09-08,1800000,6,10,1,48.94,13.8,55.017212,83.00393,1,1,,,,,01:37:32,9654.0
2018-09-08,1481000,4,10,3,59.02,8.0,55.0139939,83.0033194,1,11,,,,,01:37:32,9654.0
2018-09-08,1550000,5,10,1,41.36,10.88,55.0139939,83.0033194,1,11,,,,,01:37:38,9654.0
2018-09-08,1300000,17,18,1,41.39,10.88,54.950898,82.964348,1,11,,,,,01:37:38,9654.0
2018-09-08,2160000,1,10,2,58.0,10.0,55.029434,83.02724,1,1,,,,,01:37:40,9654.0
